episode,reward,steps,duration,epsilon
1,-0.00,1,0.00,0.0000,-0.0006,0.0005,0.0005,0.0000
1,-0.00,2,0.00,0.0000,0.0002,-0.0000,-0.0000,0.0000
1,-0.10,3,0.00,0.0000,-0.0327,0.0264,0.0281,0.0033
1,-0.10,4,0.00,0.0000,-0.0237,0.0196,0.0208,0.0024
1,-0.11,5,0.00,0.0000,-0.0178,0.0153,0.0163,0.0019
1,-0.11,6,0.00,0.0000,-0.0132,0.0123,0.0131,0.0016
1,-0.11,7,0.00,0.0000,-0.0091,0.0099,0.0106,0.0013
1,-0.11,8,0.00,0.0000,-0.0050,0.0079,0.0085,0.0011
1,-0.11,9,0.00,0.0000,-0.0006,0.0060,0.0065,0.0010
1,-0.11,10,0.00,0.0000,0.0046,0.0041,0.0046,0.0009
1,-0.11,11,0.00,0.0000,0.0107,0.0021,0.0025,0.0009
1,-0.11,12,0.00,0.0000,0.0183,-0.0003,0.0003,0.0011
1,-0.11,13,0.00,0.0000,0.0276,-0.0030,-0.0023,0.0015
1,-0.11,14,0.00,0.0000,0.0391,-0.0066,-0.0055,0.0022
1,-0.12,15,0.00,0.0000,0.0533,-0.0104,-0.0086,0.0035
1,-0.12,16,0.00,0.0000,0.0708,-0.0156,-0.0128,0.0056
1,-0.12,17,0.00,0.0000,0.0923,-0.0223,-0.0178,0.0091
1,-0.12,18,0.00,0.0000,0.1181,-0.0298,-0.0226,0.0145
1,-0.12,19,0.00,0.0000,0.1500,-0.0395,-0.0280,0.0230
1,-0.12,20,0.00,0.0000,0.1895,-0.0535,-0.0353,0.0364
1,-0.12,21,0.00,0.0000,0.2360,-0.0728,-0.0447,0.0562
1,-0.12,22,0.00,0.0000,0.2910,-0.1019,-0.0593,0.0852
1,-0.12,23,0.00,0.0000,0.3556,-0.1438,-0.0804,0.1270
1,-0.12,24,0.00,0.0000,0.4309,-0.1947,-0.1016,0.1862
1,-0.13,25,0.00,0.0000,0.5142,-0.2480,-0.1155,0.2650
1,-0.13,26,0.00,0.0000,0.5827,-0.2934,-0.1234,0.3402
1,-0.13,27,0.00,0.0000,0.6090,-0.3180,-0.1323,0.3715
1,-0.13,28,0.00,0.0000,0.6025,-0.3250,-0.1432,0.3636
1,-0.13,29,0.00,0.0000,0.5789,-0.3216,-0.1538,0.3357
1,-0.13,30,0.00,0.0000,0.5516,-0.3148,-0.1624,0.3048
1,-0.13,31,0.00,0.0000,0.5316,-0.3109,-0.1693,0.2831
1,-0.13,32,0.00,0.0000,0.5253,-0.3141,-0.1759,0.2764
1,-0.13,33,0.00,0.0000,0.5344,-0.3261,-0.1830,0.2861
1,-0.13,34,0.00,0.0000,0.5578,-0.3467,-0.1909,0.3116
1,-0.14,35,0.00,0.0000,0.5925,-0.3746,-0.1988,0.3516
1,-0.14,36,0.00,0.0000,0.6342,-0.4073,-0.2060,0.4027
1,-0.14,37,0.00,0.0000,0.6754,-0.4402,-0.2119,0.4567
1,-0.14,38,0.00,0.0000,0.7060,-0.4666,-0.2171,0.4990
1,-0.14,39,0.00,0.0000,0.7185,-0.4811,-0.2227,0.5168
1,-0.14,40,0.00,0.0000,0.7133,-0.4835,-0.2289,0.5093
1,-0.14,41,0.00,0.0000,0.6969,-0.4780,-0.2349,0.4862
1,-0.14,42,0.00,0.0000,0.6782,-0.4703,-0.2401,0.4604
1,-0.14,43,0.00,0.0000,0.6651,-0.4660,-0.2446,0.4428
1,-0.14,44,0.00,0.0000,0.6625,-0.4687,-0.2491,0.4393
1,-0.15,45,0.00,0.0000,0.6719,-0.4797,-0.2538,0.4519
1,-0.15,46,0.00,0.0000,0.6917,-0.4981,-0.2587,0.4788
1,-0.15,47,0.00,0.0000,0.7177,-0.5211,-0.2633,0.5155
1,-0.15,48,0.00,0.0000,0.7439,-0.5443,-0.2674,0.5538
1,-0.15,49,0.00,0.0000,0.7631,-0.5626,-0.2712,0.5828
1,-0.15,50,0.00,0.0000,0.7706,-0.5722,-0.2750,0.5943
1,-0.15,51,0.00,0.0000,0.7664,-0.5729,-0.2790,0.5879
1,-0.15,52,0.00,0.0000,0.7551,-0.5682,-0.2829,0.5706
1,-0.15,53,0.00,0.0000,0.7431,-0.5627,-0.2863,0.5527
1,-0.15,54,0.00,0.0000,0.7364,-0.5609,-0.2896,0.5426
1,-0.16,55,0.00,0.0000,0.7381,-0.5654,-0.2928,0.5451
1,-0.16,56,0.00,0.0000,0.7484,-0.5764,-0.2962,0.5604
1,-0.16,57,0.00,0.0000,0.7648,-0.5921,-0.2995,0.5852
1,-0.16,58,0.00,0.0000,0.7825,-0.6089,-0.3025,0.6127
1,-0.16,59,0.00,0.0000,0.7963,-0.6226,-0.3053,0.6345
1,-0.16,60,0.00,0.0000,0.8023,-0.6301,-0.3082,0.6440
1,-0.16,61,0.00,0.0000,0.8000,-0.6312,-0.3110,0.6404
1,-0.16,62,0.00,0.0000,0.7927,-0.6281,-0.3138,0.6287
1,-0.16,63,0.00,0.0000,0.7851,-0.6248,-0.3164,0.6167
1,-0.16,64,0.00,0.0000,0.7817,-0.6245,-0.3189,0.6114
1,-0.17,65,0.00,0.0000,0.7846,-0.6293,-0.3213,0.6159
1,-0.17,66,0.00,0.0000,0.7935,-0.6388,-0.3238,0.6299
1,-0.17,67,0.00,0.0000,0.8055,-0.6508,-0.3262,0.6492
1,-0.17,68,0.00,0.0000,0.8168,-0.6622,-0.3285,0.6674
1,-0.17,69,0.00,0.0000,0.8235,-0.6700,-0.3307,0.6785
1,-0.17,70,0.00,0.0000,0.8243,-0.6728,-0.3329,0.6798
1,-0.17,71,0.00,0.0000,0.8205,-0.6719,-0.3351,0.6736
1,-0.17,72,0.00,0.0000,0.8155,-0.6698,-0.3371,0.6653
1,-0.17,73,0.00,0.0000,0.8127,-0.6695,-0.3391,0.6607
1,-0.17,74,0.00,0.0000,0.8141,-0.6726,-0.3411,0.6631
1,-0.18,75,0.00,0.0000,0.8202,-0.6795,-0.3430,0.6730
1,-0.18,76,0.00,0.0000,0.8287,-0.6885,-0.3449,0.6871
1,-0.18,77,0.00,0.0000,0.8366,-0.6969,-0.3468,0.7002
1,-0.18,78,0.00,0.0000,0.8411,-0.7024,-0.3485,0.7077
1,-0.18,79,0.00,0.0000,0.8414,-0.7044,-0.3503,0.7082
1,-0.18,80,0.00,0.0000,0.8387,-0.7039,-0.3520,0.7037
1,-0.18,81,0.00,0.0000,0.8357,-0.7030,-0.3537,0.6986
1,-0.18,82,0.00,0.0000,0.8348,-0.7039,-0.3553,0.6972
1,-0.18,83,0.00,0.0000,0.8373,-0.7076,-0.3569,0.7014
1,-0.18,84,0.00,0.0000,0.8426,-0.7136,-0.3585,0.7103
1,-0.19,85,0.00,0.0000,0.8488,-0.7204,-0.3600,0.7207
1,-0.19,86,0.00,0.0000,0.8535,-0.7259,-0.3615,0.7287
1,-0.19,87,0.00,0.0000,0.8553,-0.7289,-0.3630,0.7318
1,-0.19,88,0.00,0.0000,0.8544,-0.7296,-0.3644,0.7303
1,-0.19,89,0.00,0.0000,0.8525,-0.7293,-0.3659,0.7270
1,-0.19,90,0.00,0.0000,0.8515,-0.7299,-0.3672,0.7253
1,-0.19,91,0.00,0.0000,0.8528,-0.7323,-0.3686,0.7274
1,-0.19,92,0.00,0.0000,0.8563,-0.7366,-0.3699,0.7334
1,-0.19,93,0.00,0.0000,0.8608,-0.7418,-0.3712,0.7412
1,-0.19,94,0.00,0.0000,0.8645,-0.7463,-0.3725,0.7477
1,-0.20,95,0.00,0.0000,0.8664,-0.7491,-0.3737,0.7508
1,-0.20,96,0.00,0.0000,0.8662,-0.7502,-0.3750,0.7505
1,-0.20,97,0.00,0.0000,0.8651,-0.7505,-0.3762,0.7486
1,-0.20,98,0.00,0.0000,0.8646,-0.7512,-0.3773,0.7478
1,-0.20,99,0.00,0.0000,0.8657,-0.7534,-0.3785,0.7497
1,-0.20,100,0.00,0.0000,1.7307,-1.6191,36.6788,76.5957
2,-0.00,1,0.00,0.0000,0.7585,-0.7585,-0.4708,0.5753
2,-0.00,2,0.00,0.0000,0.6959,-0.6959,-0.4538,0.4843
2,-0.00,3,0.00,0.0000,0.6709,-0.6709,-0.4459,0.4502
2,-0.00,4,0.00,0.0000,0.6764,-0.6764,-0.4476,0.4575
2,-0.01,5,0.00,0.0000,0.7076,-0.7076,-0.4573,0.5007
2,-0.01,6,0.00,0.0000,0.7616,-0.7616,-0.4716,0.5800
2,-0.01,7,0.00,0.0000,0.8355,-0.8355,-0.4865,0.6980
2,-0.01,8,0.00,0.0000,0.9251,-0.9251,-0.4972,0.8559
2,-0.01,9,0.00,0.0000,1.0225,-1.0225,-0.4997,1.0455
2,-0.01,10,0.00,0.0000,1.1138,-1.1138,-0.4935,1.2406
2,-0.01,11,0.00,0.0000,1.1807,-1.1807,-0.4837,1.3941
2,-0.01,12,0.00,0.0000,1.2084,-1.2084,-0.4783,1.4603
2,-0.01,13,0.00,0.0000,1.1946,-1.1946,-0.4811,1.4270
2,-0.01,14,0.00,0.0000,1.1486,-1.1486,-0.4890,1.3194
2,-0.02,15,0.00,0.0000,1.0853,-1.0853,-0.4964,1.1779
2,-0.02,16,0.00,0.0000,1.0185,-1.0185,-0.4998,1.0374
2,-0.02,17,0.00,0.0000,0.9588,-0.9588,-0.4991,0.9192
2,-0.02,18,0.00,0.0000,0.9122,-0.9122,-0.4961,0.8320
2,-0.02,19,0.00,0.0000,0.8815,-0.8815,-0.4930,0.7771
2,-0.02,20,0.00,0.0000,0.8673,-0.8673,-0.4912,0.7522
2,-0.02,21,0.00,0.0000,0.8685,-0.8685,-0.4914,0.7544
2,-0.02,22,0.00,0.0000,0.8836,-0.8836,-0.4932,0.7808
2,-0.02,23,0.00,0.0000,0.9101,-0.9101,-0.4960,0.8283
2,-0.02,24,0.00,0.0000,0.9450,-0.9450,-0.4985,0.8930
2,-0.03,25,0.00,0.0000,0.9842,-0.9842,-0.4999,0.9686
2,-0.03,26,0.00,0.0000,1.0227,-1.0227,-0.4997,1.0460
2,-0.03,27,0.00,0.0000,1.0554,-1.0554,-0.4985,1.1139
2,-0.03,28,0.00,0.0000,1.0774,-1.0774,-0.4970,1.1607
2,-0.03,29,0.00,0.0000,1.0858,-1.0858,-0.4963,1.1789
2,-0.03,30,0.00,0.0000,1.0804,-1.0804,-0.4968,1.1672
2,-0.03,31,0.00,0.0000,1.0635,-1.0635,-0.4980,1.1310
2,-0.03,32,0.00,0.0000,1.0392,-1.0392,-0.4992,1.0800
2,-0.03,33,0.00,0.0000,1.0123,-1.0123,-0.4999,1.0247
2,-0.03,34,0.00,0.0000,0.9867,-0.9867,-0.4999,0.9736
2,-0.04,35,0.00,0.0000,0.9658,-0.9658,-0.4994,0.9328
2,-0.04,36,0.00,0.0000,0.9516,-0.9516,-0.4988,0.9055
2,-0.04,37,0.00,0.0000,0.9449,-0.9449,-0.4985,0.8928
2,-0.04,38,0.00,0.0000,0.9457,-0.9457,-0.4985,0.8944
2,-0.04,39,0.00,0.0000,0.9532,-0.9532,-0.4989,0.9087
2,-0.04,40,0.00,0.0000,0.9661,-0.9661,-0.4994,0.9333
2,-0.04,41,0.00,0.0000,0.9822,-0.9822,-0.4998,0.9647
2,-0.04,42,0.00,0.0000,0.9994,-0.9994,-0.5000,0.9987
2,-0.04,43,0.00,0.0000,1.0152,-1.0152,-0.4999,1.0306
2,-0.04,44,0.00,0.0000,1.0275,-1.0275,-0.4996,1.0557
2,-0.05,45,0.00,0.0000,1.0346,-1.0346,-0.4994,1.0704
2,-0.05,46,0.00,0.0000,1.0360,-1.0360,-0.4994,1.0733
2,-0.05,47,0.00,0.0000,1.0319,-1.0319,-0.4995,1.0649
2,-0.05,48,0.00,0.0000,1.0236,-1.0236,-0.4997,1.0478
2,-0.05,49,0.00,0.0000,1.0127,-1.0127,-0.4999,1.0255
2,-0.05,50,0.00,0.0000,1.0011,-1.0011,-0.5000,1.0022
2,-0.05,51,0.00,0.0000,0.9906,-0.9906,-0.5000,0.9812
2,-0.05,52,0.00,0.0000,0.9824,-0.9824,-0.4998,0.9652
2,-0.05,53,0.00,0.0000,0.9776,-0.9776,-0.4997,0.9557
2,-0.05,54,0.00,0.0000,0.9763,-0.9763,-0.4997,0.9532
2,-0.06,55,0.00,0.0000,0.9784,-0.9784,-0.4998,0.9573
2,-0.06,56,0.00,0.0000,0.9833,-0.9833,-0.4999,0.9670
2,-0.06,57,0.00,0.0000,0.9902,-0.9902,-0.5000,0.9804
2,-0.06,58,0.00,0.0000,0.9978,-0.9978,-0.5000,0.9955
2,-0.06,59,0.00,0.0000,1.0050,-1.0050,-0.5000,1.0100
2,-0.06,60,0.00,0.0000,1.0108,-1.0108,-0.4999,1.0218
2,-0.06,61,0.00,0.0000,1.0145,-1.0145,-0.4999,1.0292
2,-0.06,62,0.00,0.0000,1.0156,-1.0156,-0.4999,1.0315
2,-0.06,63,0.00,0.0000,1.0143,-1.0143,-0.4999,1.0288
2,-0.06,64,0.00,0.0000,1.0109,-1.0109,-0.4999,1.0220
2,-0.07,65,0.00,0.0000,1.0062,-1.0062,-0.5000,1.0125
2,-0.07,66,0.00,0.0000,1.0011,-1.0011,-0.5000,1.0022
2,-0.07,67,0.00,0.0000,0.9963,-0.9963,-0.5000,0.9926
2,-0.07,68,0.00,0.0000,0.9925,-0.9925,-0.5000,0.9851
2,-0.07,69,0.00,0.0000,0.9903,-0.9903,-0.5000,0.9806
2,-0.07,70,0.00,0.0000,0.9896,-0.9896,-0.4999,0.9794
2,-0.07,71,0.00,0.0000,0.9906,-0.9906,-0.5000,0.9814
2,-0.07,72,0.00,0.0000,0.9929,-0.9929,-0.5000,0.9859
2,-0.07,73,0.00,0.0000,0.9961,-0.9961,-0.5000,0.9922
2,-0.07,74,0.00,0.0000,0.9995,-0.9995,-0.5000,0.9990
2,-0.08,75,0.00,0.0000,1.0027,-1.0027,-0.5000,1.0054
2,-0.08,76,0.00,0.0000,1.0052,-1.0052,-0.5000,1.0104
2,-0.08,77,0.00,0.0000,1.0066,-1.0066,-0.5000,1.0132
2,-0.08,78,0.00,0.0000,1.0069,-1.0069,-0.5000,1.0138
2,-0.08,79,0.00,0.0000,1.0060,-1.0060,-0.5000,1.0121
2,-0.08,80,0.00,0.0000,1.0043,-1.0043,-0.5000,1.0086
2,-0.08,81,0.00,0.0000,1.0021,-1.0021,-0.5000,1.0042
2,-0.08,82,0.00,0.0000,0.9998,-0.9998,-0.5000,0.9995
2,-0.08,83,0.00,0.0000,0.9977,-0.9977,-0.5000,0.9954
2,-0.08,84,0.00,0.0000,0.9962,-0.9962,-0.5000,0.9925
2,-0.09,85,0.00,0.0000,0.9955,-0.9955,-0.5000,0.9909
2,-0.09,86,0.00,0.0000,0.9955,-0.9955,-0.5000,0.9910
2,-0.09,87,0.00,0.0000,0.9962,-0.9962,-0.5000,0.9925
2,-0.09,88,0.00,0.0000,0.9975,-0.9975,-0.5000,0.9950
2,-0.09,89,0.00,0.0000,0.9990,-0.9990,-0.5000,0.9981
2,-0.09,90,0.00,0.0000,1.0006,-1.0006,-0.5000,1.0012
2,-0.09,91,0.00,0.0000,1.0019,-1.0019,-0.5000,1.0038
2,-0.09,92,0.00,0.0000,1.0028,-1.0028,-0.5000,1.0055
2,-0.09,93,0.00,0.0000,1.0031,-1.0031,-0.5000,1.0062
2,-0.09,94,0.00,0.0000,1.0029,-1.0029,-0.5000,1.0058
2,-0.10,95,0.00,0.0000,1.0022,-1.0022,-0.5000,1.0045
