episode,total_steps,cumulative_key_pickups,cumulative_door_opens,cumulative_door_crosses,cumulative_ball_pickups,cumulative_goal_reaches
2,5716,0,0,0,0,0
2,5753,0,0,0,0,0
2,5791,0,0,0,0,0
2,5830,0,0,0,0,0
2,5870,0,0,0,0,0
2,5911,0,0,0,0,0
2,5953,0,0,0,0,0
2,5996,0,0,0,0,0
2,6040,0,0,0,0,0
2,6085,0,0,0,0,0
2,6131,0,0,0,0,0
2,6178,0,0,0,0,0
2,6226,0,0,0,0,0
2,6275,0,0,0,0,0
2,6325,0,0,0,0,0
2,6376,0,0,0,0,0
2,6428,0,0,0,0,0
2,6481,0,0,0,0,0
2,6535,0,0,0,0,0
2,6590,0,0,0,0,0
2,6646,0,0,0,0,0
2,6703,0,0,0,0,0
2,6761,0,0,0,0,0
2,6820,0,0,0,0,0
2,6880,0,0,0,0,0
2,6941,0,0,0,0,0
2,7003,0,0,0,0,0
2,7066,0,0,0,0,0
2,7130,0,0,0,0,0
2,7195,0,0,0,0,0
2,7261,0,0,0,0,0
2,7328,0,0,0,0,0
2,7396,0,0,0,0,0
2,7465,0,0,0,0,0
2,7535,0,0,0,0,0
2,7606,0,0,0,0,0
2,7678,0,0,0,0,0
2,7751,0,0,0,0,0
2,7825,0,0,0,0,0
2,7900,0,0,0,0,0
2,7976,0,0,0,0,0
2,8053,0,0,0,0,0
2,8131,0,0,0,0,0
2,8210,0,0,0,0,0
2,8290,0,0,0,0,0
2,8371,0,0,0,0,0
2,8453,0,0,0,0,0
2,8536,0,0,0,0,0
2,8620,0,0,0,0,0
2,8705,0,0,0,0,0
2,8791,0,0,0,0,0
2,8878,0,0,0,0,0
2,8966,0,0,0,0,0
2,9055,0,0,0,0,0
2,9145,0,0,0,0,0
2,9236,0,0,0,0,0
2,9328,0,0,0,0,0
2,9421,0,0,0,0,0
2,9515,0,0,0,0,0
2,9610,0,0,0,0,0
2,9706,0,0,0,0,0
2,9803,0,0,0,0,0
2,9901,0,0,0,0,0
2,10000,0,0,0,0,0
2,10100,0,0,0,0,0
3,10101,0,0,0,0,0
3,10103,0,0,0,0,0
3,10106,0,0,0,0,0
3,10110,0,0,0,0,0
3,10115,0,0,0,0,0
3,10121,0,0,0,0,0
3,10128,0,0,0,0,0
3,10136,0,0,0,0,0
3,10145,0,0,0,0,0
3,10155,0,0,0,0,0
3,10166,0,0,0,0,0
3,10178,0,0,0,0,0
3,10191,0,0,0,0,0
3,10205,0,0,0,0,0
3,10220,0,0,0,0,0
3,10236,0,0,0,0,0
3,10253,0,0,0,0,0
3,10271,0,0,0,0,0
3,10290,0,0,0,0,0
3,10310,0,0,0,0,0
3,10331,0,0,0,0,0
3,10353,0,0,0,0,0
3,10376,0,0,0,0,0
3,10400,0,0,0,0,0
3,10425,0,0,0,0,0
3,10451,0,0,0,0,0
3,10478,0,0,0,0,0
3,10506,0,0,0,0,0
3,10535,0,0,0,0,0
3,10565,0,0,0,0,0
3,10596,0,0,0,0,0
3,10628,0,0,0,0,0
3,10661,0,0,0,0,0
3,10695,0,0,0,0,0
3,10730,0,0,0,0,0
3,10766,0,0,0,0,0
3,10803,0,0,0,0,0
3,10841,0,0,0,0,0
3,10880,0,0,0,0,0
3,10920,0,0,0,0,0
3,10961,0,0,0,0,0
3,11003,0,0,0,0,0
3,11046,0,0,0,0,0
3,11090,0,0,0,0,0
3,11135,0,0,0,0,0
3,11181,0,0,0,0,0
3,11228,0,0,0,0,0
3,11276,0,0,0,0,0
3,11325,0,0,0,0,0
3,11375,0,0,0,0,0
3,11426,0,0,0,0,0
3,11478,0,0,0,0,0
3,11531,0,0,0,0,0
3,11585,0,0,0,0,0
3,11640,0,0,0,0,0
3,11696,0,0,0,0,0
3,11753,0,0,0,0,0
3,11811,0,0,0,0,0
3,11870,0,0,0,0,0
3,11930,0,0,0,0,0
3,11991,0,0,0,0,0
3,12053,0,0,0,0,0
3,12116,0,0,0,0,0
3,12180,0,0,0,0,0
3,12245,0,0,0,0,0
3,12311,0,0,0,0,0
3,12378,0,0,0,0,0
3,12446,0,0,0,0,0
3,12515,0,0,0,0,0
3,12585,0,0,0,0,0
3,12656,0,0,0,0,0
3,12728,0,0,0,0,0
3,12801,0,0,0,0,0
3,12875,0,0,0,0,0
3,12950,0,0,0,0,0
3,13026,0,0,0,0,0
3,13103,0,0,0,0,0
3,13181,0,0,0,0,0
3,13260,0,0,0,0,0
3,13340,0,0,0,0,0
3,13421,0,0,0,0,0
3,13503,0,0,0,0,0
3,13586,0,0,0,0,0
3,13670,0,0,0,0,0
3,13755,0,0,0,0,0
3,13841,0,0,0,0,0
3,13928,0,0,0,0,0
3,14016,0,0,0,0,0
3,14105,0,0,0,0,0
3,14195,0,0,0,0,0
3,14286,0,0,0,0,0
3,14378,0,0,0,0,0
3,14471,0,0,0,0,0
3,14565,0,0,0,0,0
3,14660,0,0,0,0,0
3,14756,0,0,0,0,0
3,14853,0,0,0,0,0
3,14951,0,0,0,0,0
3,15050,0,0,0,0,0
3,15150,0,0,0,0,0
4,15151,0,0,0,0,0
4,15153,0,0,0,0,0
4,15156,0,0,0,0,0
4,15160,0,0,0,0,0
4,15165,0,0,0,0,0
4,15171,0,0,0,0,0
4,15178,0,0,0,0,0
4,15186,0,0,0,0,0
4,15195,0,0,0,0,0
4,15205,0,0,0,0,0
4,15216,0,0,0,0,0
4,15228,0,0,0,0,0
4,15241,0,0,0,0,0
4,15255,0,0,0,0,0
4,15270,0,0,0,0,0
4,15286,0,0,0,0,0
4,15303,0,0,0,0,0
4,15321,0,0,0,0,0
4,15340,0,0,0,0,0
4,15360,0,0,0,0,0
4,15381,0,0,0,0,0
4,15403,0,0,0,0,0
4,15426,0,0,0,0,0
4,15450,0,0,0,0,0
4,15475,0,0,0,0,0
4,15501,0,0,0,0,0
4,15528,0,0,0,0,0
4,15556,0,0,0,0,0
4,15585,0,0,0,0,0
4,15615,0,0,0,0,0
4,15646,0,0,0,0,0
4,15678,0,0,0,0,0
4,15711,0,0,0,0,0
4,15745,0,0,0,0,0
4,15780,0,0,0,0,0
4,15816,0,0,0,0,0
4,15853,0,0,0,0,0
4,15891,0,0,0,0,0
4,15930,0,0,0,0,0
4,15970,0,0,0,0,0
4,16011,0,0,0,0,0
4,16053,0,0,0,0,0
4,16096,0,0,0,0,0
4,16140,0,0,0,0,0
4,16185,0,0,0,0,0
4,16231,0,0,0,0,0
4,16278,0,0,0,0,0
4,16326,0,0,0,0,0
4,16375,0,0,0,0,0
4,16425,0,0,0,0,0
4,16476,0,0,0,0,0
4,16528,0,0,0,0,0
4,16581,0,0,0,0,0
4,16635,0,0,0,0,0
4,16690,0,0,0,0,0
4,16746,0,0,0,0,0
4,16803,0,0,0,0,0
4,16861,0,0,0,0,0
4,16920,0,0,0,0,0
4,16980,0,0,0,0,0
4,17041,0,0,0,0,0
4,17103,0,0,0,0,0
4,17166,0,0,0,0,0
4,17230,0,0,0,0,0
4,17295,0,0,0,0,0
4,17361,0,0,0,0,0
4,17428,0,0,0,0,0
4,17496,0,0,0,0,0
4,17565,0,0,0,0,0
4,17635,0,0,0,0,0
4,17706,0,0,0,0,0
4,17778,0,0,0,0,0
4,17851,0,0,0,0,0
4,17925,0,0,0,0,0
4,18000,0,0,0,0,0
4,18076,0,0,0,0,0
4,18153,0,0,0,0,0
4,18231,0,0,0,0,0
4,18310,0,0,0,0,0
4,18390,0,0,0,0,0
4,18471,0,0,0,0,0
4,18553,0,0,0,0,0
4,18636,0,0,0,0,0
4,18720,0,0,0,0,0
4,18805,0,0,0,0,0
4,18891,0,0,0,0,0
4,18978,0,0,0,0,0
4,19066,0,0,0,0,0
4,19155,0,0,0,0,0
4,19245,0,0,0,0,0
4,19336,0,0,0,0,0
4,19428,0,0,0,0,0
4,19521,0,0,0,0,0
4,19615,0,0,0,0,0
4,19710,0,0,0,0,0
4,19806,0,0,0,0,0
4,19903,0,0,0,0,0
4,20001,0,0,0,0,0
4,20100,0,0,0,0,0
4,20200,0,0,0,0,0
5,20201,0,0,0,0,0
5,20203,0,0,0,0,0
5,20206,0,0,0,0,0
5,20210,0,0,0,0,0
5,20215,0,0,0,0,0
5,20221,0,0,0,0,0
5,20228,0,0,0,0,0
5,20236,0,0,0,0,0
5,20245,0,0,0,0,0
5,20255,0,0,0,0,0
5,20266,0,0,0,0,0
5,20278,0,0,0,0,0
5,20291,0,0,0,0,0
5,20305,0,0,0,0,0
5,20320,0,0,0,0,0
5,20336,0,0,0,0,0
5,20353,0,0,0,0,0
5,20371,0,0,0,0,0
5,20390,0,0,0,0,0
5,20410,0,0,0,0,0
5,20431,0,0,0,0,0
5,20453,0,0,0,0,0
5,20476,0,0,0,0,0
5,20500,0,0,0,0,0
5,20525,0,0,0,0,0
5,20551,0,0,0,0,0
5,20578,0,0,0,0,0
5,20606,0,0,0,0,0
5,20635,0,0,0,0,0
5,20665,0,0,0,0,0
5,20696,0,0,0,0,0
5,20728,0,0,0,0,0
5,20761,0,0,0,0,0
5,20795,0,0,0,0,0
5,20830,0,0,0,0,0
5,20866,0,0,0,0,0
5,20903,0,0,0,0,0
5,20941,0,0,0,0,0
5,20980,0,0,0,0,0
5,21020,0,0,0,0,0
5,21061,0,0,0,0,0
5,21103,0,0,0,0,0
5,21146,0,0,0,0,0
5,21190,0,0,0,0,0
5,21235,0,0,0,0,0
5,21281,0,0,0,0,0
5,21328,0,0,0,0,0
5,21376,0,0,0,0,0
5,21425,0,0,0,0,0
5,21475,0,0,0,0,0
5,21526,0,0,0,0,0
5,21578,0,0,0,0,0
5,21631,0,0,0,0,0
5,21685,0,0,0,0,0
5,21740,0,0,0,0,0
5,21796,0,0,0,0,0
5,21853,0,0,0,0,0
5,21911,0,0,0,0,0
5,21970,0,0,0,0,0
5,22030,0,0,0,0,0
5,22091,0,0,0,0,0
5,22153,0,0,0,0,0
5,22216,0,0,0,0,0
5,22280,0,0,0,0,0
5,22345,0,0,0,0,0
5,22411,0,0,0,0,0
5,22478,0,0,0,0,0
5,22546,0,0,0,0,0
5,22615,0,0,0,0,0
5,22685,0,0,0,0,0
5,22756,0,0,0,0,0
5,22828,0,0,0,0,0
5,22901,0,0,0,0,0
5,22975,0,0,0,0,0
5,23050,0,0,0,0,0
5,23126,0,0,0,0,0
5,23203,0,0,0,0,0
5,23281,0,0,0,0,0
5,23360,0,0,0,0,0
5,23440,0,0,0,0,0
5,23521,0,0,0,0,0
5,23603,0,0,0,0,0
5,23686,0,0,0,0,0
5,23770,0,0,0,0,0
5,23855,0,0,0,0,0
5,23941,0,0,0,0,0
5,24028,0,0,0,0,0
5,24116,0,0,0,0,0
5,24205,0,0,0,0,0
5,24295,0,0,0,0,0
5,24386,0,0,0,0,0
5,24478,0,0,0,0,0
5,24571,0,0,0,0,0
5,24665,0,0,0,0,0
5,24760,0,0,0,0,0
5,24856,0,0,0,0,0
5,24953,0,0,0,0,0
5,25051,0,0,0,0,0
5,25150,0,0,0,0,0
5,25250,0,0,0,0,0
6,25251,0,0,0,0,0
6,25253,0,0,0,0,0
6,25256,0,0,0,0,0
6,25260,0,0,0,0,0
6,25265,0,0,0,0,0
6,25271,0,0,0,0,0
6,25278,0,0,0,0,0
6,25286,0,0,0,0,0
6,25295,0,0,0,0,0
6,25305,0,0,0,0,0
6,25316,0,0,0,0,0
6,25328,0,0,0,0,0
6,25341,0,0,0,0,0
6,25355,0,0,0,0,0
6,25370,0,0,0,0,0
6,25386,0,0,0,0,0
6,25403,0,0,0,0,0
6,25421,0,0,0,0,0
6,25440,0,0,0,0,0
6,25460,0,0,0,0,0
6,25481,0,0,0,0,0
6,25503,0,0,0,0,0
6,25526,0,0,0,0,0
6,25550,0,0,0,0,0
6,25575,0,0,0,0,0
6,25601,0,0,0,0,0
6,25628,0,0,0,0,0
6,25656,0,0,0,0,0
6,25685,0,0,0,0,0
6,25715,0,0,0,0,0
6,25746,0,0,0,0,0
6,25778,0,0,0,0,0
6,25811,0,0,0,0,0
6,25845,0,0,0,0,0
6,25880,0,0,0,0,0
6,25916,0,0,0,0,0
6,25953,0,0,0,0,0
6,25991,0,0,0,0,0
6,26030,0,0,0,0,0
6,26070,0,0,0,0,0
6,26111,0,0,0,0,0
6,26153,0,0,0,0,0
6,26196,0,0,0,0,0
6,26240,0,0,0,0,0
6,26285,0,0,0,0,0
6,26331,0,0,0,0,0
6,26378,0,0,0,0,0
6,26426,0,0,0,0,0
6,26475,0,0,0,0,0
6,26525,0,0,0,0,0
6,26576,0,0,0,0,0
6,26628,0,0,0,0,0
6,26681,0,0,0,0,0
6,26735,0,0,0,0,0
6,26790,0,0,0,0,0
6,26846,0,0,0,0,0
6,26903,0,0,0,0,0
6,26961,0,0,0,0,0
6,27020,0,0,0,0,0
6,27080,0,0,0,0,0
6,27141,0,0,0,0,0
6,27203,0,0,0,0,0
6,27266,0,0,0,0,0
6,27330,0,0,0,0,0
6,27395,0,0,0,0,0
6,27461,0,0,0,0,0
6,27528,0,0,0,0,0
6,27596,0,0,0,0,0
6,27665,0,0,0,0,0
6,27735,0,0,0,0,0
6,27806,0,0,0,0,0
6,27878,0,0,0,0,0
6,27951,0,0,0,0,0
6,28025,0,0,0,0,0
6,28100,0,0,0,0,0
6,28176,0,0,0,0,0
6,28253,0,0,0,0,0
6,28331,0,0,0,0,0
6,28410,0,0,0,0,0
6,28490,0,0,0,0,0
6,28571,0,0,0,0,0
6,28653,0,0,0,0,0
6,28736,0,0,0,0,0
6,28820,0,0,0,0,0
6,28905,0,0,0,0,0
6,28991,0,0,0,0,0
6,29078,0,0,0,0,0
6,29166,0,0,0,0,0
6,29255,0,0,0,0,0
6,29345,0,0,0,0,0
6,29436,0,0,0,0,0
6,29528,0,0,0,0,0
6,29621,0,0,0,0,0
6,29715,0,0,0,0,0
6,29810,0,0,0,0,0
6,29906,0,0,0,0,0
6,30003,0,0,0,0,0
6,30101,0,0,0,0,0
6,30200,0,0,0,0,0
6,30300,0,0,0,0,0
7,30301,0,0,0,0,0
7,30303,0,0,0,0,0
7,30306,0,0,0,0,0
7,30310,0,0,0,0,0
7,30315,0,0,0,0,0
7,30321,0,0,0,0,0
7,30328,0,0,0,0,0
7,30336,0,0,0,0,0
7,30345,0,0,0,0,0
7,30355,0,0,0,0,0
7,30366,0,0,0,0,0
7,30378,0,0,0,0,0
7,30391,0,0,0,0,0
7,30405,0,0,0,0,0
7,30420,0,0,0,0,0
7,30436,0,0,0,0,0
7,30453,0,0,0,0,0
7,30471,0,0,0,0,0
7,30490,0,0,0,0,0
7,30510,0,0,0,0,0
7,30531,0,0,0,0,0
7,30553,0,0,0,0,0
7,30576,0,0,0,0,0
7,30600,0,0,0,0,0
7,30625,0,0,0,0,0
7,30651,0,0,0,0,0
7,30678,0,0,0,0,0
7,30706,0,0,0,0,0
7,30735,0,0,0,0,0
7,30765,0,0,0,0,0
7,30796,0,0,0,0,0
7,30828,0,0,0,0,0
7,30861,0,0,0,0,0
7,30895,0,0,0,0,0
7,30930,0,0,0,0,0
7,30966,0,0,0,0,0
7,31003,0,0,0,0,0
7,31041,0,0,0,0,0
7,31080,0,0,0,0,0
7,31120,0,0,0,0,0
7,31161,0,0,0,0,0
7,31203,0,0,0,0,0
7,31246,0,0,0,0,0
7,31290,0,0,0,0,0
7,31335,0,0,0,0,0
7,31381,0,0,0,0,0
7,31428,0,0,0,0,0
7,31476,0,0,0,0,0
7,31525,0,0,0,0,0
7,31575,0,0,0,0,0
7,31626,0,0,0,0,0
7,31678,0,0,0,0,0
7,31731,0,0,0,0,0
7,31785,0,0,0,0,0
7,31840,0,0,0,0,0
7,31896,0,0,0,0,0
7,31953,0,0,0,0,0
7,32011,0,0,0,0,0
7,32070,0,0,0,0,0
7,32130,0,0,0,0,0
7,32191,0,0,0,0,0
7,32253,0,0,0,0,0
7,32316,0,0,0,0,0
7,32380,0,0,0,0,0
7,32445,0,0,0,0,0
7,32511,0,0,0,0,0
7,32578,0,0,0,0,0
7,32646,0,0,0,0,0
7,32715,0,0,0,0,0
7,32785,0,0,0,0,0
7,32856,0,0,0,0,0
7,32928,0,0,0,0,0
7,33001,0,0,0,0,0
7,33075,0,0,0,0,0
7,33150,0,0,0,0,0
7,33226,0,0,0,0,0
7,33303,0,0,0,0,0
7,33381,0,0,0,0,0
7,33460,0,0,0,0,0
7,33540,0,0,0,0,0
7,33621,0,0,0,0,0
7,33703,0,0,0,0,0
7,33786,0,0,0,0,0
7,33870,0,0,0,0,0
7,33955,0,0,0,0,0
7,34041,0,0,0,0,0
7,34128,0,0,0,0,0
7,34216,0,0,0,0,0
7,34305,0,0,0,0,0
7,34395,0,0,0,0,0
7,34486,0,0,0,0,0
7,34578,0,0,0,0,0
7,34671,0,0,0,0,0
7,34765,0,0,0,0,0
7,34860,0,0,0,0,0
7,34956,0,0,0,0,0
7,35053,0,0,0,0,0
7,35151,0,0,0,0,0
7,35250,0,0,0,0,0
7,35350,0,0,0,0,0
8,35351,0,0,0,0,0
8,35353,0,0,0,0,0
8,35356,0,0,0,0,0
8,35360,0,0,0,0,0
8,35365,0,0,0,0,0
8,35371,0,0,0,0,0
8,35378,0,0,0,0,0
8,35386,0,0,0,0,0
8,35395,0,0,0,0,0
8,35405,0,0,0,0,0
8,35416,0,0,0,0,0
8,35428,0,0,0,0,0
8,35441,0,0,0,0,0
8,35455,0,0,0,0,0
8,35470,0,0,0,0,0
8,35486,0,0,0,0,0
8,35503,0,0,0,0,0
8,35521,0,0,0,0,0
8,35540,0,0,0,0,0
8,35560,0,0,0,0,0
8,35581,0,0,0,0,0
8,35603,0,0,0,0,0
8,35626,0,0,0,0,0
8,35650,0,0,0,0,0
8,35675,0,0,0,0,0
8,35701,0,0,0,0,0
8,35728,0,0,0,0,0
8,35756,0,0,0,0,0
8,35785,0,0,0,0,0
8,35815,0,0,0,0,0
8,35846,0,0,0,0,0
8,35878,0,0,0,0,0
8,35911,0,0,0,0,0
8,35945,0,0,0,0,0
8,35980,0,0,0,0,0
8,36016,0,0,0,0,0
8,36053,0,0,0,0,0
8,36091,0,0,0,0,0
8,36130,0,0,0,0,0
8,36170,0,0,0,0,0
8,36211,0,0,0,0,0
8,36253,0,0,0,0,0
8,36296,0,0,0,0,0
8,36340,0,0,0,0,0
8,36385,0,0,0,0,0
8,36431,0,0,0,0,0
8,36478,0,0,0,0,0
8,36526,0,0,0,0,0
8,36575,0,0,0,0,0
8,36625,0,0,0,0,0
8,36676,0,0,0,0,0
8,36728,0,0,0,0,0
8,36781,0,0,0,0,0
8,36835,0,0,0,0,0
8,36890,0,0,0,0,0
8,36946,0,0,0,0,0
8,37003,0,0,0,0,0
8,37061,0,0,0,0,0
8,37120,0,0,0,0,0
8,37180,0,0,0,0,0
8,37241,0,0,0,0,0
8,37303,0,0,0,0,0
8,37366,0,0,0,0,0
8,37430,0,0,0,0,0
8,37495,0,0,0,0,0
8,37561,0,0,0,0,0
8,37628,0,0,0,0,0
8,37696,0,0,0,0,0
8,37765,0,0,0,0,0
8,37835,0,0,0,0,0
8,37906,0,0,0,0,0
8,37978,0,0,0,0,0
8,38051,0,0,0,0,0
8,38125,0,0,0,0,0
8,38200,0,0,0,0,0
8,38276,0,0,0,0,0
8,38353,0,0,0,0,0
8,38431,0,0,0,0,0
8,38510,0,0,0,0,0
8,38590,0,0,0,0,0
8,38671,0,0,0,0,0
8,38753,0,0,0,0,0
8,38836,0,0,0,0,0
8,38920,0,0,0,0,0
8,39005,0,0,0,0,0
8,39091,0,0,0,0,0
8,39178,0,0,0,0,0
8,39266,0,0,0,0,0
8,39355,0,0,0,0,0
8,39445,0,0,0,0,0
8,39536,0,0,0,0,0
8,39628,0,0,0,0,0
8,39721,0,0,0,0,0
8,39815,0,0,0,0,0
8,39910,0,0,0,0,0
8,40006,0,0,0,0,0
8,40103,0,0,0,0,0
8,40201,0,0,0,0,0
8,40300,0,0,0,0,0
8,40400,0,0,0,0,0
9,40401,0,0,0,0,0
9,40403,0,0,0,0,0
9,40406,0,0,0,0,0
9,40410,0,0,0,0,0
9,40415,0,0,0,0,0
9,40421,0,0,0,0,0
9,40428,0,0,0,0,0
9,40436,0,0,0,0,0
9,40445,0,0,0,0,0
9,40455,0,0,0,0,0
9,40466,0,0,0,0,0
9,40478,0,0,0,0,0
9,40491,0,0,0,0,0
9,40505,0,0,0,0,0
9,40520,0,0,0,0,0
9,40536,0,0,0,0,0
9,40553,0,0,0,0,0
9,40571,0,0,0,0,0
9,40590,0,0,0,0,0
9,40610,0,0,0,0,0
9,40631,0,0,0,0,0
9,40653,0,0,0,0,0
9,40676,0,0,0,0,0
9,40700,0,0,0,0,0
9,40725,0,0,0,0,0
9,40751,0,0,0,0,0
9,40778,0,0,0,0,0
9,40806,0,0,0,0,0
9,40835,0,0,0,0,0
9,40865,0,0,0,0,0
9,40896,0,0,0,0,0
9,40928,0,0,0,0,0
9,40961,0,0,0,0,0
9,40995,0,0,0,0,0
9,41030,0,0,0,0,0
9,41066,0,0,0,0,0
9,41103,0,0,0,0,0
9,41141,0,0,0,0,0
9,41180,0,0,0,0,0
9,41220,0,0,0,0,0
9,41261,0,0,0,0,0
9,41303,0,0,0,0,0
9,41346,0,0,0,0,0
9,41390,0,0,0,0,0
9,41435,0,0,0,0,0
9,41481,0,0,0,0,0
9,41528,0,0,0,0,0
9,41576,0,0,0,0,0
9,41625,0,0,0,0,0
9,41675,0,0,0,0,0
9,41726,0,0,0,0,0
9,41778,0,0,0,0,0
9,41831,0,0,0,0,0
9,41885,0,0,0,0,0
9,41940,0,0,0,0,0
9,41996,0,0,0,0,0
9,42053,0,0,0,0,0
9,42111,0,0,0,0,0
9,42170,0,0,0,0,0
9,42230,0,0,0,0,0
9,42291,0,0,0,0,0
9,42353,0,0,0,0,0
9,42416,0,0,0,0,0
9,42480,0,0,0,0,0
9,42545,0,0,0,0,0
9,42611,0,0,0,0,0
9,42678,0,0,0,0,0
9,42746,0,0,0,0,0
9,42815,0,0,0,0,0
9,42885,0,0,0,0,0
9,42956,0,0,0,0,0
9,43028,0,0,0,0,0
9,43101,0,0,0,0,0
9,43175,0,0,0,0,0
9,43250,0,0,0,0,0
9,43326,0,0,0,0,0
9,43403,0,0,0,0,0
9,43481,0,0,0,0,0
9,43560,0,0,0,0,0
9,43640,0,0,0,0,0
9,43721,0,0,0,0,0
9,43803,0,0,0,0,0
9,43886,0,0,0,0,0
9,43970,0,0,0,0,0
9,44055,0,0,0,0,0
9,44141,0,0,0,0,0
9,44228,0,0,0,0,0
9,44316,0,0,0,0,0
9,44405,0,0,0,0,0
9,44495,0,0,0,0,0
9,44586,0,0,0,0,0
9,44678,0,0,0,0,0
9,44771,0,0,0,0,0
9,44865,0,0,0,0,0
9,44960,0,0,0,0,0
9,45056,0,0,0,0,0
9,45153,0,0,0,0,0
9,45251,0,0,0,0,0
9,45350,0,0,0,0,0
9,45450,0,0,0,0,0
10,45451,0,0,0,0,0
10,45453,0,0,0,0,0
10,45456,0,0,0,0,0
10,45460,0,0,0,0,0
10,45465,0,0,0,0,0
10,45471,0,0,0,0,0
10,45478,0,0,0,0,0
10,45486,0,0,0,0,0
10,45495,0,0,0,0,0
10,45505,0,0,0,0,0
10,45516,0,0,0,0,0
10,45528,0,0,0,0,0
10,45541,0,0,0,0,0
10,45555,0,0,0,0,0
10,45570,0,0,0,0,0
10,45586,0,0,0,0,0
10,45603,0,0,0,0,0
10,45621,0,0,0,0,0
10,45640,0,0,0,0,0
10,45660,0,0,0,0,0
10,45681,0,0,0,0,0
10,45703,0,0,0,0,0
10,45726,0,0,0,0,0
10,45750,0,0,0,0,0
10,45775,0,0,0,0,0
10,45801,0,0,0,0,0
10,45828,0,0,0,0,0
